Title,Year,Journal,Keywords,Doi,Citation,Evidence_Hierarchy,Original Link,PMID,Abstract,Relevance
Hepatic arterial infusion chemotherapy combined with sorafenib versus sorafenib alone for advanced hepatocellular carcinoma: a systematic review and meta-analysis.,2023,Clin J Gastroenterol,"['Hepatic arterial infusion chemotherapy combined', 'Hepatocellular carcinoma', 'Meta-analysis', 'Sorafenib', 'Systematic review']",10.1007/s12328-023-01860-4,"Hepatic arterial infusion chemotherapy combined with sorafenib versus sorafenib alone for advanced hepatocellular carcinoma: a systematic review and meta-analysis. SR&MA, Clin J Gastroenterol, 2023, https://doi.org/10.1007/s12328-023-01860-4, 37740882",SR&MA,https://doi.org/10.1007/s12328-023-01860-4,37740882,"The clinical benefits and safety of hepatic arterial infusion chemotherapy (HAIC) combined with sorafenib versus sorafenib alone for advanced HCC are inconsistent in clinical studies. This meta-analysis aims to evaluate the effectiveness and safety of HAIC combined with sorafenib versus sorafenib alone for advanced hepatocellular carcinoma (HCC). We searched the database up to March 1, 2023, for studies evaluating the effectiveness and safety of HAIC combined with sorafenib versus sorafenib alone for advanced HCC. This study was registered in PROSPERO (CRD42022323712). Outcomes included overall survival (OS), progression-free survival (PFS), objective response rate (ORR), diseases control rate (DCR), and adverse effects (AEs). The hazard ratio (HR) and odd ratio (OR) with 95% confidence intervals (CI) were used to measure the pooled effect. Six studies with 318 patients in the combination group and 338 patients in the control group were included. Meta-analysis showed that HAIC combined with sorafenib significantly improves OS compared with sorafenib alone (HR = 9.70, 95% CI 4.52-20.82] and HAIC combined with sorafenib significantly improves PFS compared with sorafenib alone (HR = 9.48, 95% CI 4.47-20.13). Besides, HAIC combined with sorafenib did not show significantly advantage of DCR rate (OR = 1.85, 95% CI 0.93-3.69), but associated with higher rates of ORR compared with sorafenib alone (OR = 9.85, 95% CI 3.05-31.85). HAIC combined with sorafenib can achieve a better effect and survival benefits than sorafenib alone in patients with advanced HCC, but the limitation should be treated with cautions.",0.5628731281047379
Phase 1 Randomized Trial of Stereotactic Body Radiation Therapy Followed by Nivolumab plus Ipilimumab or Nivolumab Alone in Advanced/Unresectable Hepatocellular Carcinoma.,2023,Int J Radiat Oncol Biol Phys,?,S0360-3016(22)03344-2,"Phase 1 Randomized Trial of Stereotactic Body Radiation Therapy Followed by Nivolumab plus Ipilimumab or Nivolumab Alone in Advanced/Unresectable Hepatocellular Carcinoma. RCT, Int J Radiat Oncol Biol Phys, 2023, https://doi.org/S0360-3016(22)03344-2, 36108891",RCT,https://doi.org/S0360-3016(22)03344-2,36108891,"PURPOSE: Immunotherapy has emerged as a promising therapeutic option for advanced or unresectable hepatocellular carcinoma (HCC). However, survival remains poor with only a subset of patients deriving benefit. This trial investigated the safety and efficacy of stereotactic body radiation therapy (SBRT) with immunotherapy in HCC. METHODS AND MATERIALS: In this multicenter phase 1 randomized trial, patients with advanced or unresectable HCC received liver SBRT (40 Gy in 5 fractions) followed by either nivolumab alone or nivolumab plus ipilimumab. The primary endpoint was dose-limiting toxicity occurring within 6 months of SBRT. Secondary endpoints included overall response rate, progression-free survival, overall survival (OS), distant disease control, and local control of the irradiated tumor. Disease status and response endpoints were assessed radiographically every 8 weeks until progression or initiation of nonprotocol therapy. Response was determined using both RECIST (Response Evaluation Criteria in Solid Tumors) 1.1 and iRECIST. RESULTS: Fourteen patients were enrolled across 3 centers. Thirteen patients were evaluated for study endpoints. The study was closed early because of slow accrual. The median follow-up time was 42.7 months. Dose-limiting toxicities within 6 months occurred in 2 (15.4%) of 13 patients: 1 of 6 patients in the nivolumab arm (16.7%; 90% confidence interval [CI], 0.9%-58.2%) and 1 of 7 patients in the nivolumab plus ipilimumab arm (14.3%; 90% CI, 0.7%-52.1%). Grade 3 adverse events occurred in 8 (61.6%), 5 (71.4%), and 3 (50.0%) patients in the overall nivolumab plus ipilimumab and nivolumab cohorts. Grade 3 hepatotoxicity occurred in 4 (30.8%), 3 (42.9%), and 1 (16.7%) patients in the respective cohorts. Clinical outcomes favored the nivolumab plus ipilimumab arm compared with nivolumab alone, including an overall response rate of 57% (4 of 7 patients; 90% CI, 23%-87%) versus 0% (0 of 6 patients; 90% CI, 0%-39%), median progression-free survival of 11.6 months (90% CI, 4.5 months to not reached) versus 2.7 months (90% CI, 1.3-4.7 months), and median OS of 41.6 months (90% CI, 4.5 months to not reached) versus 4.7 months (90% CI, 2.0-16.2 months) (all P < .05). With combination immunotherapy, 3-year OS was 57% (90% CI, 23%-81%), with 2 patients alive after 42.7 months without progression and negative PET. CONCLUSIONS: In this first prospective trial investigating the combination of SBRT and immunotherapy for HCC, multimodal therapy demonstrated acceptable safety. SBRT with nivolumab plus ipilimumab compared favorably to outcomes of immunotherapy alone and warrants further investigation.",0.5626483895951134
Toxicity Profiles of Systemic Therapies for Advanced Hepatocellular Carcinoma: A Systematic Review and Meta-analysis.,2022,JAMA Netw Open,?,10.1001/jamanetworkopen.2022.22721,"Toxicity Profiles of Systemic Therapies for Advanced Hepatocellular Carcinoma: A Systematic Review and Meta-analysis. SR&MA, JAMA Netw Open, 2022, https://doi.org/10.1001/jamanetworkopen.2022.22721, 35849393",SR&MA,https://doi.org/10.1001/jamanetworkopen.2022.22721,35849393,"IMPORTANCE: The recent development of targeted therapy and immunotherapy has made neoadjuvant therapy an attractive option for patients with hepatocellular carcinoma (HCC). However, surgeons are concerned that adverse effects of neoadjuvant therapy with these agents could lead to delayed or even cancelled surgeries. OBJECTIVE: To summarize the current evidence regarding toxicity profiles for tyrosine kinase inhibitors (TKIs) and immune checkpoint inhibitors (ICIs) among patients with HCC. DATA SOURCES: Medline, Embase, and Cochrane Central Register of Controlled Trials (CENTRAL) were searched from January 1990 and December 2021. STUDY SELECTION: Single-group, placebo-controlled, and dual-agent clinical trials comparing TKIs and ICIs in patients with HCC were eligible for inclusion. DATA EXTRACTION AND SYNTHESIS: Following the Preferred Reporting Items in Systematic Reviews and Meta-analysis guideline, 2 reviewers independently extracted data. A random-effects model was used. MAIN OUTCOMES AND MEASURES: The primary outcome was the proportion of patients with clinically significant liver-related adverse events. Secondary outcomes included the proportion of patients who experienced clinically relevant (grade 3 or higher) adverse events and significant adverse events (ie, those that were life threatening, required hospitalization, or prolonged disability) as well as the risk ratio (RR) of these complications. RESULTS: Overall, 30 studies with 12 921 patients were included. Patients had a mean (range) age of 62 (18-89) years; a mean (SD) 84% (3) were male; a mean (SD) 82% (16) had Barcelona Clinic Liver Cancer stage C HCC; and a mean (SD) 97% (6) had Childs A cirrhosis. Overall, 21% (95% CI, 16%-26%) of patients receiving TKIs had liver toxic effects compared with 28% (95% CI, 21%-35%) of patients receiving ICIs. Severe adverse events occurred in 46% (95% CI, 40%-51%) of patients receiving TKIs compared with 24% (95% CI, 13%-35%) of patients receiving ICIs. Compared with patients receiving sorafenib, other TKIs were associated with similar rates of liver toxic effects (RR, 1.06; 95% CI, 0.92-1.24) but higher rates of severe adverse events (RR, 1.24; 95% CI, 1.07-1.44). Comparing ICIs with sorafenib, there were similar rates of liver toxic effects (RR, 1.10; 95% CI, 0.86-1.40) and severe adverse events (RR, 1.19; 95% CI, 0.95-1.50). CONCLUSIONS AND RELEVANCE: In this systematic review and meta-analysis, serious adverse events were lower with ICIs than with TKIs, while liver toxic effects were similar. Combination therapy with novel ICIs is an appealing option in trials of neoadjuvant therapy for patients with HCC, requiring evaluation in preoperative trials.",0.5622519933129386
Cost-Effectiveness of Donafenib as First-Line Treatment of Unresectable Hepatocellular Carcinoma in China.,2022,Adv Ther,"['China', 'Cost-effectiveness', 'Donafenib', 'Partitioned survival model', 'Unresectable hepatocellular carcinoma']",10.1007/s12325-022-02185-3,"Cost-Effectiveness of Donafenib as First-Line Treatment of Unresectable Hepatocellular Carcinoma in China. SR&MA, Adv Ther, 2022, https://doi.org/10.1007/s12325-022-02185-3, 35644019",SR&MA,https://doi.org/10.1007/s12325-022-02185-3,35644019,"INTRODUCTION: This study aimed to evaluate the cost-effectiveness of donafenib compared to sorafenib and lenvatinib as first-line treatments for patients with advanced hepatocellular carcinoma (HCC) in China. METHODS: A partitioned survival model was developed to estimate the clinical and economic outcomes of donafenib, sorafenib, and lenvatinib for advanced HCC. The key clinical data of these targeted therapies were assessed through a network meta-analysis. The cost and health utilities were mainly collected from the literature. Quality-adjusted life years (QALYs), costs, and incremental cost-effectiveness ratios (ICER) were the primary outcomes. Model uncertainty was tested with one-way sensitivity analyses, scenario analyses, and probabilistic sensitivity analyses (PSA). RESULTS: For health outcomes, donafenib gained the highest QALYs among the three treatments, followed by lenvatinib and sorafenib (1.106, 0.999, and 0.915 QALYs, respectively). For cost, donafenib was the cheapest option, followed by sorafenib and lenvatinib ($42,116, $43,193, and $44,261). The PSA indicated that the probability of being cost-effective for donafenib was 86.98% and 93.56% when the willingness-to-pay thresholds were one and three times the gross domestic product per capita in China, respectively. The one-way sensitivity analyses and scenario analyses also found the results to be robust. CONCLUSION: Compared to sorafenib and lenvatinib, donafenib was likely to be a cost-effective treatment with the highest QALYs and the lowest cost for patients with advanced HCC in China.",0.5620610896748913
Comparison between Trans-Arterial Chemoembolization Followed by Stereotactic Body Radiation Therapy and Trans-Arterial Chemoembolization Alone in BCLC Stage B Hepatocellular Carcinoma: A Pilot Study.,2024,Asian Pac J Cancer Prev,"['Stereotactic Body Radiation therapy( SBRT)', 'Transarterial chemoembolization (TACE)', 'hepatocellular carcinoma (HCC)']",91330,"Comparison between Trans-Arterial Chemoembolization Followed by Stereotactic Body Radiation Therapy and Trans-Arterial Chemoembolization Alone in BCLC Stage B Hepatocellular Carcinoma: A Pilot Study. RCT, Asian Pac J Cancer Prev, 2024, https://doi.org/91330, 39342585",RCT,https://doi.org/91330,39342585,"OBJECTIVE: Both Stereotactic Body Radiation Therapy (SBRT) and Trans-arterial Chemoembolization (TACE) are now being widely used to treat advanced hepatocellular carcinoma (HCC) and can improve tumor local control rates. We aimed at evaluating the efficacy and toxicity of combining SBRT and TACE in comparison to TACE alone in unresectable HCC. METHODS: 42 unresectable Barcelona Clinic Liver Cancer (BCLC) stage B HCC Child Pugh (CP) A patients were randomized to receive either: TACE alone (Arm A) or TACE followed by SBRT (Arm B). Dose prescribed was 40Gy in 5consecutive daily fractions over 1 week . We compared the local control (LC), Progression free survival (PFS), overall survival (OS) and toxicity between the two arms. RESULTS: 22 patients were in arm A versus 20 patients in arm B with median follow up 20 months starting recruitment from April 2021 till January 2023. Both LC, PFS were significantly better in Arm B. Complete remission (CR) rate was 54.5% and 75% in Arm A and B, respectively. Median PFS was 16 months in Arm B compared to 11 months in Arm A (p =0.003). Median OS was not reached in both arms. Both arms had comparable toxicities. CONCLUSION: Adding SBRT to TACE in advanced HCC, is safe and feasible with better efficacy in terms of LC and PFS with comparable side effects, in comparison to TACE alone.",0.561810580162798
Efficacy and safety of hepatic artery infusion chemotherapy conjunction with tyrosine kinase inhibitors and programmed death-1 inhibitors for unresectable/advanced hepatocellular carcinoma: a meta-analysis.,2025,Eur J Gastroenterol Hepatol,"['HAIC', 'PD-1 inhibitors', 'TKIs', 'efficacy', 'safety', 'unresectable/advanced hepatocellular carcinoma']",10.1097/MEG.0000000000003012,"Efficacy and safety of hepatic artery infusion chemotherapy conjunction with tyrosine kinase inhibitors and programmed death-1 inhibitors for unresectable/advanced hepatocellular carcinoma: a meta-analysis. SR&MA, Eur J Gastroenterol Hepatol, 2025, https://doi.org/10.1097/MEG.0000000000003012, 40489219",SR&MA,https://doi.org/10.1097/MEG.0000000000003012,40489219,"The safety and therapeutic efficiency of tyrosine kinase inhibitors (TKIs) and programmed death-1 (PD-1) inhibitors in combination with hepatic artery infusion chemotherapy (HAIC) for patients with unresectable/advanced hepatocellular carcinoma (HCC) require further investigation. This meta-analysis aimed to thoroughly investigate the safety and efficacy of this triple combination therapy based on currently available research. PubMed, Embase, Cochrane Library, Web of Science, VIP, Wan Fang, and China National Knowledge Infrastructure were searched. Outcomes included complete response (CR), partial response (PR), stable disease, overall survival, progression-free survival, and treatment/laboratory-related adverse events. Stata15.1 software was used for random/fixed-effect model analysis. Ten studies with 1108 patients were incorporated in the analysis. For efficacy, the triple combination therapy achieved an improved CR rate [relative risk (RR): 2.76, 95% confidence interval (CI): 1.43-5.33] and PR rate (RR: 1.70, 95% CI: 1.01-2.86) than the control group. Moreover, the triple combination therapy decreased the 44% risk of death [hazard ratio (HR): 0.56, 95% CI: 0.46-0.67] and 37% risk of disease progression (HR: 0.63, 95% CI: 0.53-0.75) compared with the control group. The triple combination therapy group and the control group did not exhibit a statistical difference in treatment- or laboratory-related adverse events. In the management of unresectable/advanced HCC, HAIC in conjunction with PD-1 inhibitors and TKI exhibits both safety and efficacy, providing a scientific basis for clinical practice.",0.5616513184915396
Nivolumab plus ipilimumab combination therapy in patients with advanced hepatocellular carcinoma previously treated with sorafenib: 5-year results from CheckMate 040.,2024,Ann Oncol,"['advanced hepatocellular carcinoma', 'checkpoint inhibitor', 'immunotherapy', 'ipilimumab', 'nivolumab', 'sorafenib']",S0923-7534(24)00082-6,"Nivolumab plus ipilimumab combination therapy in patients with advanced hepatocellular carcinoma previously treated with sorafenib: 5-year results from CheckMate 040. RCT, Ann Oncol, 2024, https://doi.org/S0923-7534(24)00082-6, 38844309",RCT,https://doi.org/S0923-7534(24)00082-6,38844309,"BACKGROUND: Nivolumab plus ipilimumab demonstrated promising clinical activity and durable responses in sorafenib-treated patients with advanced hepatocellular carcinoma (HCC) in the CheckMate 040 study at 30.7-month median follow-up. Here, we present 5-year results from this cohort. PATIENTS AND METHODS: Patients were randomized 1 : 1 : 1 to arm A [nivolumab 1 mg/kg plus ipilimumab 3 mg/kg Q3W (four doses)] or arm B [nivolumab 3 mg/kg plus ipilimumab 1 mg/kg Q3W (four doses)], each followed by nivolumab 240 mg Q2W, or arm C (nivolumab 3 mg/kg Q2W plus ipilimumab 1 mg/kg Q6W). The primary objectives were safety, tolerability, investigator-assessed objective response rate (ORR), and duration of response (DOR) per RECIST version 1.1. RESULTS: A total of 148 patients were randomized across treatment arms. At 60-month minimum follow-up (62.6-month median follow-up), the ORR was 34% (n = 17), 27% (n = 13), and 29% (n = 14) in arms A, B, and C, respectively. The median DOR was 51.2 months [95% confidence interval (CI) 12.6 months-not estimable (NE)], 15.2 months (95% CI 7.1 months-NE), and 21.7 months (95% CI 4.2 months-NE), respectively. The median overall survival (OS) was 22.2 months (34/50; 95% CI 9.4-54.8 months) in arm A, 12.5 months (38/49; 95% CI 7.6-16.4 months) in arm B, and 12.7 months (40/49; 95% CI 7.4-30.5 months) in arm C; 60-month OS rates were 29%, 19%, and 21%, respectively. In an exploratory analysis of OS by response (6-month landmark), the median OS was meaningfully longer for responders versus nonresponders for all arms. No new safety signals were identified with longer follow-up. There were no new discontinuations due to immune-mediated adverse events since the primary analysis. CONCLUSIONS: Consistent with the primary analysis, the arm A regimen of nivolumab plus ipilimumab continued to demonstrate clinically meaningful responses and long-term survival benefit, with no new safety signals in patients with advanced HCC following sorafenib treatment, further supporting its use as a second-line treatment in these patients.",0.561196604938108
Comparison of tumor response and outcomes of patients with hepatocellular carcinoma after multimodal treatment including immune checkpoint inhibitors - a systematic review and meta-analysis.,2024,HPB (Oxford),?,S1365-182X(24)00022-4,"Comparison of tumor response and outcomes of patients with hepatocellular carcinoma after multimodal treatment including immune checkpoint inhibitors - a systematic review and meta-analysis. SR&MA, HPB (Oxford), 2024, https://doi.org/S1365-182X(24)00022-4, 38369433",SR&MA,https://doi.org/S1365-182X(24)00022-4,38369433,"BACKGROUND: The efficacy of immune checkpoint inhibitors (ICIs) combined with tyrosine kinase inhibitors (TKIs), trans-arterial chemoembolization (TACE), and radiotherapy to treat hepatocellular carcinoma (HCC) has not been well-defined. We performed a meta-analysis to characterize tumor response and survival associated with multimodal treatment of HCC. METHODS: PubMed, Embase, Medline, Scopus, and CINAHL databases were searched (1990-2022). Random-effect meta-analysis was conducted to compare efficacy of treatment modalities. Odds ratios (OR) and standardized mean difference (SMD) were reported. RESULTS: Thirty studies (4170 patients) met inclusion criteria. Triple therapy regimen (ICI + TKI + TACE) had the highest overall disease control rate (DCR) (87%, 95% CI 83-91), while ICI + radiotherapy had the highest objective response rate (ORR) (72%, 95% CI 54%-89%). Triple therapy had a higher DCR than ICI + TACE (OR 4.49, 95% CI 2.09-9.63), ICI + TKI (OR 3.08, 95% CI 1.63-5.82), and TKI + TACE (OR 2.90, 95% CI 1.61-5.20). Triple therapy demonstrated improved overall survival versus ICI + TKI (SMD 0.72, 95% CI 0.37-1.07) and TKI + TACE (SMD 1.13, 95% CI 0.70-1.48) (both p < 0.05). Triple therapy had a greater incidence of adverse events (AEs) compared with ICI + TKI (OR 0.59, 95% CI 0.29-0.91; p = 0.02), but no difference in AEs versus ICI + TACE or TKI + TACE (both p > 0.05). CONCLUSION: The combination of ICIs, TKIs and TACE demonstrated superior tumor response and survival and should be considered for select patients with advanced HCC.",0.5608806839150934
Immune Checkpoint Inhibitors Affect Post-Progression Survival of Specific Patient Subgroups With Advanced Hepatocellular Carcinoma: A Study Cohorts' Analysis.,2024,J Dig Dis,"['hepatitis B', 'hepatocellular carcinoma', 'immune checkpoint inhibitors', 'progression-free survival', 'tyrosine kinase inhibitors']",10.1111/1751-2980.13332,"Immune Checkpoint Inhibitors Affect Post-Progression Survival of Specific Patient Subgroups With Advanced Hepatocellular Carcinoma: A Study Cohorts' Analysis. SR&MA, J Dig Dis, 2024, https://doi.org/10.1111/1751-2980.13332, 40007104",SR&MA,https://doi.org/10.1111/1751-2980.13332,40007104,"OBJECTIVES: Immunotherapy-based regimens (IMBs), compared with tyrosine-kinase inhibitors (TKIs), improve the overall survival (OS) of patients with advanced hepatocellular carcinoma (aHCC). The aim of the study was to explore the interaction of prognostic factors with survival in study cohorts receiving IMB or TKI. METHODS: A systematic search was performed and single arms of phase III trials including IMB or TKI were selected. Analysis of IMB and TKI cohorts was performed, and the relationship between progression-free survival (PFS) with OS was assessed. Finally, 13 variables were extracted, and their relationships with survival in the two groups were evaluated. RESULTS: Thirty-three study cohorts were selected. Longer OS and post-progression survival (PPS) were evident in the group of IMB, while the relationship of PFS with OS was significant only in the TKI cohorts (beta = 0.527, p = 0.007). Prognostic factors in the IMB cohorts did not report any significant relationship with OS, while among patients receiving TKIs, longer OS was documented with elder age (beta = 0.577, p = 0.003) and good performance status (beta = 0.500, p = 0.011). Conversely, in the IMB cohorts, PPS increased with hepatitis B virus (HBV) (beta = 0.756, p = 0.030) and Barcelona Clinic Liver Classification (BCLC) stage (beta = 0.898, p = 0.002). CONCLUSION: In contrast to TKIs, IMBs improved the outcome of patients with aHCC by increasing PPS, particularly in patients with BCLC stage C and HBV-related hepatopathy, but the outcome improvement was lost in patients with hepatitis C virus-related liver disease.",0.5603164375376144
The Efficacy and Safety of TACE or HAIC Combined With ICIs and Angiogenesis Inhibitors in Unresectable Hepatocellular Carcinoma.,2025,J Immunother,"['angiogenesis inhibitor', 'hepatic arterial infusion chemotherapy', 'hepatocellular carcinoma', 'immune checkpoint inhibitor', 'transarterial chemoembolization']",10.1097/CJI.0000000000000566,"The Efficacy and Safety of TACE or HAIC Combined With ICIs and Angiogenesis Inhibitors in Unresectable Hepatocellular Carcinoma. SR&MA, J Immunother, 2025, https://doi.org/10.1097/CJI.0000000000000566, 40459153",SR&MA,https://doi.org/10.1097/CJI.0000000000000566,40459153,"We aimed to investigate the efficacy and safety of transarterial chemoembolization (TACE) or hepatic arterial infusion chemotherapy (HAIC) combined with immune checkpoint inhibitors (ICIs) and angiogenesis inhibitors in unresectable hepatocellular carcinoma (uHCC). The endpoints were the objective response rate (ORR), disease control rate (DCR), conversion rate, progression-free survival (PFS), overall survival (OS), and the incidence of adverse events (AEs). Stratified analyses were accomplished based on local treatment and evaluation criteria. Totally, 4930 individuals from 76 studies were recruited. For initial uHCC treated with the triple therapy, the pooled pathologic complete response (pCR) rate, major pathologic response (MPR) rate, and conversion resection rate were 29.91%, 44.81%, and 30.98%; the ORR and DCR were 38.52% and 84.42% according to RECIST 1.1, 57.82% and 85.82% by mRECIST 1.1. Furthermore, PFS rates at 6-months, 12-months, 18-months, 24-months, and 30-months were 74.77%, 44.30%, 30.97%, 22.71%, and 15.35%; while OS rates at 6-months, 12-months, 18-months, 24-months, 30-months, and 36-months were 94.94%, 76.95%, 58.17%, 45.19%, 27.38%, and 17.79%, respectively. The pooled results showed that the pooled PFS of triple therapy was superior to that of the control group (HR=0.74, 95% CI: 0.71-0.77), so was OS (HR=0.68, 95% CI: 0.65-0.72). The pooled rate of any grade AEs was 91.93%, and grade 3 or higher AEs was 34.50%. There were no fatal AEs reported in any of the included studies. The triple therapy of TACE/HAIC combined with ICIs and angiogenesis inhibitors was promising in uHCC with good efficacy and tolerated toxicity; however, the potential influence of confounding factors cannot be entirely excluded.",0.5600042795366805
Objective Response Predicts Survival in Advanced Hepatocellular Carcinoma Treated with Systemic Therapies.,2022,Clin Cancer Res,?,10.1158/1078-0432.CCR-21-3135,"Objective Response Predicts Survival in Advanced Hepatocellular Carcinoma Treated with Systemic Therapies. SR&MA, Clin Cancer Res, 2022, https://doi.org/10.1158/1078-0432.CCR-21-3135, 34907081",SR&MA,https://doi.org/10.1158/1078-0432.CCR-21-3135,34907081,"PURPOSE: Because of the increased number of sequential treatments used for advanced hepatocellular carcinoma (HCC), there is a need for surrogate endpoints of overall survival (OS). We analyze whether objective response (OR) is an independent predictor and surrogate endpoint of OS. PATIENTS AND METHODS: A systematic review of randomized clinical trials (RCT) in advanced HCC published between 2010 and 2020 was conducted to explore OS surrogacy of OR by Response Evaluation Criteria in Solid Tumors (RECIST) and modified RECIST (mRECIST). In parallel, RCTs exploring the impact of OR on OS in a time-dependent multivariate analysis were integrated in a meta-analysis. RESULTS: Of 65 RCTs identified in advanced HCC, we analyzed 34 studies including 14,056 patients that reported OS and OR by either RECIST (n = 23), mRECIST (n = 5), or both (n = 6). When exploring surrogacy, the trial-level correlation between OR odds ratio and OS HR was R = 0.677 by mRECIST and R = 0.532 by RECIST. Meta-analysis of five RCTs assessing predictors of survival in multivariate analysis found that patients with OR by mRECIST presented a pooled HR for OS of 0.44 (95% confidence interval, 0.27-0.70; P < 0.001) compared with nonresponders. Responses to atezolizumab-bevacizumab had a greater impact on OS than tyrosine kinase inhibitor responses. CONCLUSIONS: OR-mRECIST is an independent predictor of OS in patients with advanced HCC. Although correlation of OR-mRECIST and OS is better than with OR-RECIST, the level of surrogacy is modest. Thus, it can be used as endpoint in proof-of-concept phase II trials, but the data do not support its use as a primary endpoint of phase III investigations assessing systemic therapies.",0.5592823523097739
Clinico-characteristics of patients which correlated with preferable treatment outcomes in immunotherapy for advanced hepatocellular carcinoma: a systematic review and meta-analysis.,2023,Int J Surg,?,10.1097/JS9.0000000000000652,"Clinico-characteristics of patients which correlated with preferable treatment outcomes in immunotherapy for advanced hepatocellular carcinoma: a systematic review and meta-analysis. SR&MA, Int J Surg, 2023, https://doi.org/10.1097/JS9.0000000000000652, 37598406",SR&MA,https://doi.org/10.1097/JS9.0000000000000652,37598406,"BACKGROUND AND AIMS: Hepatocellular carcinoma (HCC) is the third-most lethal malignant tumor worldwide. The rapid development of immunotherapy utilizing immune checkpoint inhibitors for advanced HCC patients has been witnessed in recent years, along with numerous randomized clinical trials demonstrating the survival benefits for these individuals. This systematic review and meta-analysis aimed to identify specific clinico-pathological characteristics of advanced HCC patients that may lead to preferable responses to immunotherapy in terms of overall survival (OS), progression-free survival (PFS), and objective response rate (ORR). METHODS: The included clinical trials were retrieved from PubMed, Embase, the Cochrane library, and the Web of Science databases published in English between 1 January 2002 and 20 October 2022. A systematic review and meta-analysis for first-line and second-line phase II/III studies were conducted on immunotherapy for patients with advanced HCC by using OS as the primary outcome measure, and PFS and ORR as the secondary outcome measures to obtain clinico-pathological characteristics of patients which might be preferable responses to programmed death-1 (PD-1) and programmed cell death-Ligand 1 (PD-L1) inhibitors. Toxicity and specific treatment-related adverse events (TRAEs) were also determined. RESULTS: After screening 1392 relevant studies, 12 studies were included in this systematic review and meta-analysis to include 5948 patients. Based on the analysis of interaction, the difference in OS after first-line immunotherapy between the subgroups of viral hepatitis [hazard ratio (HR)=0.73 vs 0.87, P for interaction=0.02] and macrovascular invasion and/or extrahepatic spread (HR=0.73 vs 0.89, P for interaction=0.02) were significant. The difference in PFS between the subgroups of viral hepatitis was highly significant (pooled HR=0.55 vs 0.81, P for interaction=0.007). After second-line immunotherapy, the difference in ORR between the subgroups of Barcelona Clinic Liver Cancer was significant (pooled ES=0.12 vs 0.23, P for interaction=0.04). Compared with PD-L1 inhibitors, PD-1 inhibitors may have a higher probability to cause TRAEs. Diarrhea, increased aspartate aminotransferase, and hypertension were the top three TRAEs. CONCLUSIONS: This systematic review and meta-analysis represents the first pilot study aimed at identifying crucial clinico-pathological characteristics of patients with advanced HCC that may predict favorable treatment outcomes in terms of OS, PFS, and ORR to immunotherapy. Findings suggest that patients with viral hepatitis positivity (especially hepatitis B virus) and macrovascular invasion and/or extrahepatic spread may benefit more in OS when treated with PD-1/PD-L1 immune checkpoint inhibitors.",0.5592237095077159
